district,chronic_diseases_count,disability_characteristics_count,child_youth_welfare_count,disability_welfare_count,women_welfare_count,elderly_welfare_count,homeless_welfare_count,other_welfare_count,housing_issues_count,health_issues_count,education_issues_count,employment_income_issues_count,family_issues_count,violence_issues_count,human_trafficking_issues_count,social_justice_access_issues_count,other_social_issues_count
เทศบาลตำบลบ้านปล้อง,31,1,6,2,0,5,0,28,12,5,3,112,10,0,0,0,0
เทศบาลตำบลบ้านพราน,8,1,0,0,1,6,8,7,0,3,0,13,17,0,0,0,0
เทศบาลตำบลบ้านมุง,59,16,4,16,0,77,15,160,81,81,1,257,44,0,0,1,0
เทศบาลตำบลบ้านยาง,1,2,1,2,0,2,0,1,1,0,0,7,0,0,0,0,0
เทศบาลตำบลบ้านลาด,8,0,18,0,0,1,0,14,0,10,8,15,14,0,0,3,0
เทศบาลตำบลบ้านสร้าง,16,3,3,1,0,12,0,3,6,4,0,10,89,0,0,1,0
เทศบาลตำบลบ้านสวน,0,0,27,0,1,3,0,28,3,0,1,42,19,0,0,0,0
เทศบาลตำบลบ้านส้อง,133,22,9,20,10,263,0,319,55,65,14,504,154,0,0,5,0
เทศบาลตำบลบ้านหมอ,3,3,1,4,0,2,0,0,0,2,1,6,5,0,0,0,0
เทศบาลตำบลบ้านเกาะ,15,4,17,6,0,12,1,6,4,5,4,78,25,0,0,5,0
เทศบาลตำบลบ้านเขว้า,4,1,1,0,0,4,4,5,4,6,0,18,13,0,0,0,0
เทศบาลตำบลบ้านเชี่ยวหลาน,2,7,6,2,0,38,0,46,8,3,0,92,24,0,0,0,0
เทศบาลตำบลบ้านเดื่อ,11,9,139,13,6,28,16,68,3,9,0,149,17,0,0,0,0
เทศบาลตำบลบ้านเป้า,0,0,50,0,0,4,1,38,0,0,0,41,8,0,0,0,0
เทศบาลตำบลบ้านเพ,1,0,0,0,0,0,2,3,1,0,1,24,3,0,0,0,0
เทศบาลตำบลบ้านเพชร,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
เทศบาลตำบลบ้านเพชรภูเขียว,0,0,5,0,0,0,0,1,0,0,0,3,0,0,0,0,0
เทศบาลตำบลบ้านเสด็จ,20,61,42,52,0,446,0,525,37,4,6,2555,34,0,0,25,0
เทศบาลตำบลบ้านเหล่า,72,29,25,23,0,82,0,70,18,19,7,146,30,0,0,10,0
เทศบาลตำบลบ้านแก่ง,29,6,21,5,0,14,2,6,4,4,0,33,0,0,0,0,0
เทศบาลตำบลบ้านแก้ง,19,13,144,12,29,76,55,207,6,4,4,303,160,0,0,0,0
เทศบาลตำบลบ้านแท่น,1,1,15,1,2,5,2,2,1,0,0,9,3,0,0,0,0
เทศบาลตำบลบ้านแป้น,21,54,33,59,0,85,0,60,23,28,5,144,175,1,0,6,0
เทศบาลตำบลบ้านแพง,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
เทศบาลตำบลบ้านแพรก,0,0,0,0,0,2,0,0,1,1,0,1,3,0,0,0,0
เทศบาลตำบลบ้านแพ้ว,1,0,3,0,1,1,3,2,2,0,1,14,4,0,0,1,2
เทศบาลตำบลบ้านแยง,20,14,3,11,2,140,2,331,80,44,13,521,69,0,0,3,1
เทศบาลตำบลบ้านแหลม,1,0,29,0,0,1,0,45,0,3,9,16,42,0,0,0,0
เทศบาลตำบลบ้านโตนด,11,12,25,16,1,20,2,11,16,5,0,38,14,0,0,0,0
เทศบาลตำบลบ้านโพธิ์,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0
เทศบาลตำบลบ้านโฮ่ง,25,12,6,14,15,39,0,34,5,5,11,79,92,0,0,0,3
เทศบาลตำบลบ้านใหม่,33,6,42,6,0,21,0,17,0,18,0,29,7,0,0,1,0
เทศบาลตำบลบ้านไร่,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
เทศบาลตำบลปง,6,9,8,5,0,23,0,17,2,0,0,21,3,0,0,0,0
เทศบาลตำบลปทุม,0,0,34,0,0,0,0,0,0,3,2,39,1,0,0,0,0
เทศบาลตำบลปทุมรัตต์,0,1,2,1,0,1,1,5,3,0,2,22,5,0,0,0,0
เทศบาลตำบลปรางค์กู่,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เทศบาลตำบลปราณบุรี,0,1,64,1,0,2,0,0,7,1,1,3,12,0,0,0,0
เทศบาลตำบลปราสาททอง,0,1,0,1,0,4,0,0,3,0,1,0,1,0,0,0,0
เทศบาลตำบลปริก,0,0,134,0,0,0,0,0,0,0,0,266,0,0,0,0,0
เทศบาลตำบลปลักแรด,28,17,22,12,4,43,0,7,6,8,0,25,18,0,0,0,0
เทศบาลตำบลปลาปาก,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
เทศบาลตำบลปลายบาง,119,42,242,33,91,118,69,107,467,18,0,683,224,0,0,208,0
เทศบาลตำบลปลายพระยา,0,0,0,1,0,19,0,1,42,0,0,28,1,0,0,0,0
เทศบาลตำบลปอภาร,2,0,377,0,0,14,23,66,3,2,0,317,5,0,0,0,0
เทศบาลตำบลปะคำ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
เทศบาลตำบลปะนาเระ,44,0,69,0,2,8,3,29,11,1,1,129,73,0,0,0,0
เทศบาลตำบลปัว,8,2,6,2,0,9,0,7,2,8,2,39,31,0,0,0,0
เทศบาลตำบลปากคาด,2,3,32,6,2,15,7,31,4,4,0,32,21,0,0,0,1
เทศบาลตำบลปากชม,1,0,1,0,0,4,0,10,0,0,0,9,3,0,0,0,0
เทศบาลตำบลปากตะโก,2,5,17,7,6,92,65,28,17,1,50,266,79,0,0,0,0
เทศบาลตำบลปากนคร,0,0,9,0,1,0,0,6,1,1,0,14,3,0,0,0,0
เทศบาลตำบลปากน้ำ,3,5,2,1,0,3,2,6,1,7,1,50,67,0,0,8,0
เทศบาลตำบลปากน้ำชุมพร,18,6,15,8,2,25,12,24,5,6,6,89,52,0,0,0,0
เทศบาลตำบลปากน้ำประแส,0,0,3,0,13,0,0,8,0,6,0,24,2,0,0,0,0
เทศบาลตำบลปากน้ำปราณ,2,2,36,2,0,1,0,2,7,0,1,8,3,0,0,0,0
เทศบาลตำบลปากน้ำหลังสวน,108,21,35,19,6,96,151,88,14,28,15,401,138,0,0,0,0
เทศบาลตำบลปากน้ำแหลมสิงห์,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0
เทศบาลตำบลปากพะยูน,0,0,2,0,0,0,4,0,4,1,0,16,10,0,0,0,0
เทศบาลตำบลปิงโค้ง,6,11,286,10,0,12,1,75,27,5,9,331,450,0,0,2,0
เทศบาลตำบลป่ากุมเกาะ,55,19,192,11,39,81,0,76,39,13,16,293,247,0,0,0,1
เทศบาลตำบลป่าก่อดำ,0,0,13,0,0,1,0,2,4,0,3,46,18,0,0,0,1
เทศบาลตำบลป่าซาง,78,71,166,106,7,186,2,209,114,59,66,803,509,0,0,1,1
เทศบาลตำบลป่าตันนาครัว,70,19,77,7,4,44,0,27,26,10,59,131,166,0,0,2,0
เทศบาลตำบลป่าบอน,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
เทศบาลตำบลป่าอ้อดอนชัย,14,17,15,17,1,49,3,67,27,21,10,285,150,0,0,0,2
เทศบาลตำบลป่าแงะ,63,11,47,14,32,61,6,152,106,96,4,467,259,0,0,0,0
เทศบาลตำบลป่าแดง,7,21,7,17,0,39,0,109,13,18,11,102,187,0,0,12,0
เทศบาลตำบลป่าแดด,8,12,75,8,22,12,4,34,41,14,8,135,92,0,0,1,0
เทศบาลตำบลป่าแมต,11,3,92,3,2,15,0,20,13,56,24,402,187,0,0,2,85
เทศบาลตำบลป่าโมก,85,30,100,26,15,101,6,81,11,20,3,159,299,0,0,0,5
เทศบาลตำบลป่าไผ่,5,5,117,5,0,15,1,23,31,6,8,153,170,0,0,5,0
เทศบาลตำบลผาจุก,1,6,3,8,1,15,0,6,5,2,2,37,7,0,0,0,0
เทศบาลตำบลฝายกวาง,113,36,91,36,9,129,3,187,39,44,6,179,49,0,0,6,0
เทศบาลตำบลพญาเม็งราย,1,1,0,0,0,0,0,2,1,3,2,10,2,0,0,0,0
เทศบาลตำบลพนม,0,1,1,15,0,102,0,103,0,0,0,239,8,0,0,0,0
เทศบาลตำบลพนา,0,0,0,0,0,0,0,0,1,0,1,10,2,0,0,1,0
เทศบาลตำบลพบพระ,0,0,0,0,0,6,0,0,0,0,0,8,6,0,0,0,0
เทศบาลตำบลพยัคฆภูมิพิสัย,0,0,0,0,0,0,26,0,0,0,0,15,38,0,0,0,0
เทศบาลตำบลพยุหะ,5,0,0,0,0,17,0,6,1,0,0,21,1,0,0,0,0
เทศบาลตำบลพยุห์,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เทศบาลตำบลพรรณานิคม,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
เทศบาลตำบลพรหมบุรี,30,3,10,1,0,31,53,15,30,18,0,119,41,0,0,0,0
เทศบาลตำบลพรหมพิราม,0,0,19,0,0,0,0,0,0,0,6,5,0,0,0,0,0
เทศบาลตำบลพรหมโลก,0,0,1,0,0,4,0,0,1,0,0,18,2,0,0,0,0
เทศบาลตำบลพระธาตุปู่ก่ำ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
เทศบาลตำบลพระสมุทรเจดีย์,39,7,36,6,3,47,6,30,57,9,41,200,107,0,0,1,0
เทศบาลตำบลพระอินทราชา,1,6,0,4,0,6,0,1,0,2,2,8,29,0,0,0,0
เทศบาลตำบลพระเหลา,24,21,5,17,11,37,5,2,43,2,7,214,36,0,0,38,0
เทศบาลตำบลพรานกระต่าย,4,1,0,1,1,4,5,7,1,3,0,9,8,0,0,1,0
เทศบาลตำบลพรเจริญ,60,15,53,18,1,55,66,129,21,23,6,182,73,0,0,1,0
เทศบาลตำบลพลวง,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
เทศบาลตำบลพลับพลานารายณ์,0,1,1,1,0,1,0,1,0,0,0,6,6,0,0,0,0
เทศบาลตำบลพลา,1,0,2,0,2,0,0,5,5,1,0,14,6,0,0,2,0
เทศบาลตำบลพลายชุมพล,3,16,10,10,4,26,0,0,0,0,0,0,72,0,0,0,0
เทศบาลตำบลพลิ้ว,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
เทศบาลตำบลพะตง,2,15,20,22,1,0,0,14,0,0,0,32,25,0,0,1,0
เทศบาลตำบลพะวง,46,4,610,7,277,7,6,448,1,0,0,314,381,0,0,22,9
เทศบาลตำบลพะโต๊ะ,0,0,2,0,0,1,0,0,0,0,0,4,13,0,0,0,0
เทศบาลตำบลพังโคน,0,0,6,0,0,2,0,3,0,0,0,4,5,0,0,0,0
เทศบาลตำบลพัฒนานิคม,2,0,6,0,0,2,0,0,0,0,0,2,4,0,0,0,0
เทศบาลตำบลพันเสา,55,28,2,24,0,35,1,26,4,7,0,24,16,0,0,0,1
เทศบาลตำบลพิมพา,0,0,0,0,0,0,0,0,0,0,0,21,40,0,0,0,0
เทศบาลตำบลพุกร่าง,26,20,44,24,9,38,0,59,63,7,4,91,38,0,0,1,0
เทศบาลตำบลพุมเรียง,2,16,7,0,1,68,76,539,2,0,0,707,51,0,0,0,0
เทศบาลตำบลพุเตย,7,2,2,0,3,5,0,0,1,2,0,13,2,0,0,0,0
เทศบาลตำบลฟ้าหยาด,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
เทศบาลตำบลฟ้าฮ่าม,1,2,27,2,2,7,2,3,14,6,3,73,40,0,0,0,0
เทศบาลตำบลภาชี,3,5,1,3,0,1,0,5,1,0,0,13,13,0,0,15,0
เทศบาลตำบลภูกระดึง,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0
เทศบาลตำบลภูสิงห์,12,8,22,6,0,42,26,18,6,2,6,140,99,0,0,0,0
เทศบาลตำบลภูเรือ,0,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,0
เทศบาลตำบลมวกเหล็ก,3,2,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0
เทศบาลตำบลมหาพราหมณ์,53,27,160,27,9,71,2,89,15,12,50,132,166,0,0,0,1
เทศบาลตำบลมหาราช,2,6,4,5,0,10,0,15,8,0,0,9,22,0,0,0,0
เทศบาลตำบลมะกอก,90,69,36,70,6,147,9,212,74,79,45,502,413,0,0,5,0
เทศบาลตำบลมะขามคู่,2,1,1,4,1,2,1,4,8,4,0,75,19,0,0,4,0
เทศบาลตำบลมะอึ,2,0,20,0,0,9,8,31,7,2,2,49,23,0,0,1,0
เทศบาลตำบลมะเขือแจ้,32,40,30,39,7,75,2,48,17,28,18,271,155,0,0,2,7
เทศบาลตำบลมาบข่า,2,0,3,0,0,0,0,1,3,0,0,32,8,0,0,1,0
เทศบาลตำบลมาบข่าพัฒนา,4,1,2,1,0,2,6,3,12,5,0,65,7,0,0,4,0
เทศบาลตำบลมาบอำมฤต,30,1,8,1,0,19,22,18,20,0,0,76,27,0,0,0,0
เทศบาลตำบลมายอ,12,5,227,3,15,13,2,79,7,0,0,120,154,0,0,0,2
เทศบาลตำบลม่วงน้อย,49,39,41,38,6,140,5,96,31,9,31,381,315,0,0,2,0
เทศบาลตำบลม่วงสามสิบ,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
เทศบาลตำบลยะรัง,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
เทศบาลตำบลยะหริ่ง,1,0,28,0,0,5,1,8,0,0,0,4,64,0,0,0,1
เทศบาลตำบลยางตลาด,0,0,0,0,0,0,1,1,0,0,0,11,1,0,0,0,0
เทศบาลตำบลยางฮอม,6,20,55,15,1,33,1,56,47,22,7,240,179,0,0,2,5
เทศบาลตำบลยางเนิ้ง,1,2,123,5,2,8,2,30,14,0,1,144,43,0,0,10,1
เทศบาลตำบลยายแย้มวัฒนา,0,0,0,0,0,0,0,0,0,0,0,14,23,0,0,0,0
เทศบาลตำบลย่านดินแดง,1,2,0,2,0,5,0,2,0,0,0,33,4,0,0,0,0
เทศบาลตำบลย่านตาขาว,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
เทศบาลตำบลระหาน,7,7,4,9,1,48,0,53,38,19,1,180,87,0,0,16,0
เทศบาลตำบลระแหง,13,6,2,3,0,9,0,4,3,5,1,27,11,0,0,2,4
เทศบาลตำบลระโนด,3,2,2,3,0,3,0,1,4,0,0,2,9,0,0,5,0
เทศบาลตำบลรัษฎา,341,102,581,87,51,191,96,314,142,129,43,871,773,0,0,79,0
เทศบาลตำบลราชคราม,6,2,1,3,0,8,4,7,3,5,0,24,8,0,0,0,0
เทศบาลตำบลราไวย์,43,7,173,10,4,50,4,113,13,6,95,100,204,0,0,1,0
เทศบาลตำบลรำมะสัก,41,4,51,5,7,34,3,14,7,11,0,72,32,0,0,0,0
เทศบาลตำบลริมปิง,16,63,36,58,3,83,5,73,63,29,13,320,195,0,0,8,0
เทศบาลตำบลรือเสาะ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
เทศบาลตำบลร่มเกล้า,1,3,194,2,1,12,10,63,10,4,7,185,68,0,0,0,0
เทศบาลตำบลร่วมจิต,9,2,3,1,0,7,1,11,1,6,2,27,7,0,0,0,0
เทศบาลตำบลร่องคำ,0,2,12,4,0,6,0,14,7,2,3,13,16,0,0,0,0
เทศบาลตำบลร่อนทอง,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
เทศบาลตำบลร่อนพิบูลย์,0,1,1,0,0,2,0,4,0,0,0,7,0,0,0,0,0
เทศบาลตำบลร้องกวาง,14,6,23,4,0,6,0,17,21,8,5,179,71,0,0,0,0
เทศบาลตำบลละอุ่น,12,4,23,5,0,13,3,17,3,1,0,39,29,0,0,8,0
เทศบาลตำบลละแม,25,7,10,6,3,12,39,9,6,14,0,46,37,0,0,0,0
เทศบาลตำบลลาดชะโด,67,23,65,23,9,86,0,109,32,18,3,105,84,0,0,0,0
เทศบาลตำบลลาดบัวหลวง,0,0,37,0,0,1,0,14,0,0,0,1,13,0,0,0,0
เทศบาลตำบลลาดยาว,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
เทศบาลตำบลลานข่อย,21,17,97,13,0,29,23,27,30,7,2,67,143,0,0,2,0
เทศบาลตำบลลานสัก,4,2,0,2,0,2,0,1,0,2,0,4,3,0,0,0,0
เทศบาลตำบลลานหอย,0,0,5,0,0,22,0,5,4,0,0,11,3,0,0,0,0
เทศบาลตำบลลำคลอง,4,18,153,18,6,15,0,72,59,16,22,336,181,0,0,0,2
เทศบาลตำบลลำดวนสุรพินท์,0,0,0,0,0,0,0,0,4,7,0,11,14,0,0,2,0
เทศบาลตำบลลำนารายณ์,0,1,17,1,0,3,0,2,1,0,11,21,16,0,0,0,0
เทศบาลตำบลลำปางหลวง,86,11,84,6,0,92,3,58,19,8,2,130,73,0,0,10,0
เทศบาลตำบลลำพญา,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
เทศบาลตำบลลำลูกกา,62,49,46,31,0,70,1,49,64,37,18,201,90,0,0,19,0
เทศบาลตำบลลำใหม่,0,2,1,2,0,5,0,6,0,0,3,5,0,0,0,0,0
เทศบาลตำบลลำไทร,0,3,14,2,0,6,0,3,1,1,0,20,12,0,0,3,0
เทศบาลตำบลลำไพล,63,21,492,19,7,73,0,180,71,6,4,474,80,0,0,18,1
เทศบาลตำบลวงฆ้อง,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
เทศบาลตำบลวังกรด,10,9,51,6,3,24,1,34,10,0,0,52,48,0,0,0,0
เทศบาลตำบลวังกะพี้,10,9,22,11,2,18,1,21,1,5,0,120,27,0,0,1,0
เทศบาลตำบลวังชมภู,6,24,97,52,1,49,0,54,11,49,19,196,188,2,0,0,3
เทศบาลตำบลวังชิ้น,1,0,10,0,0,2,0,4,1,1,0,32,16,0,0,0,0
เทศบาลตำบลวังดิน,4,8,4,12,0,29,0,11,10,7,3,140,76,0,0,0,0
เทศบาลตำบลวังตะกู,0,3,44,1,0,6,0,0,1,0,11,14,36,0,0,0,0
เทศบาลตำบลวังตะเคียน,24,6,6,8,6,15,6,35,36,10,0,126,14,0,0,0,0
เทศบาลตำบลวังทรายพูน,3,3,6,3,2,8,0,9,2,4,2,17,16,0,0,0,1
เทศบาลตำบลวังทอง,9,10,0,12,3,37,4,39,17,1,0,31,32,0,0,0,0
เทศบาลตำบลวังผาง,55,42,34,40,5,80,31,171,21,38,22,247,262,0,0,1,0
เทศบาลตำบลวังม่วง,5,8,3,8,0,3,0,5,7,3,0,13,5,0,0,0,3
เทศบาลตำบลวังยาง,10,11,2,10,0,8,4,7,12,11,4,82,24,0,0,8,0
เทศบาลตำบลวังสมบูรณ์,0,2,99,2,0,23,0,1,0,0,0,125,0,0,0,0,0
เทศบาลตำบลวังเจ้า,70,5,48,8,46,44,2,122,31,3,72,308,135,0,0,20,0
เทศบาลตำบลวังเย็น,0,0,0,0,0,0,0,0,0,0,1,102,119,0,0,0,0
เทศบาลตำบลวังเหนือ,0,0,60,0,1,32,1,14,2,29,4,30,22,0,0,0,0
เทศบาลตำบลวังโป่ง,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
เทศบาลตำบลวังไผ่,8,13,27,23,1,19,10,20,3,8,3,117,44,0,0,0,0
เทศบาลตำบลวัฒนานคร,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
เทศบาลตำบลวัดประดู่,44,21,31,22,0,84,4,80,57,18,8,231,65,1,0,4,2
เทศบาลตำบลวัดสิงห์,21,0,8,3,3,3,4,46,21,1,0,48,1,0,0,1,0
เทศบาลตำบลวานรนิวาส,0,0,15,0,0,0,0,14,3,0,0,6,14,0,0,2,0
เทศบาลตำบลวาปีปทุม,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
เทศบาลตำบลวาริชภูมิ,3,1,4,1,2,12,1,15,0,3,2,22,16,0,0,0,0
เทศบาลตำบลวิชิต,77,19,239,11,8,57,12,87,52,23,29,361,151,0,0,5,0
เทศบาลตำบลวิหารแดง,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
เทศบาลตำบลวิเศษไชยชาญ,3,2,0,3,1,4,0,1,1,1,0,8,3,0,0,0,0
เทศบาลตำบลศรีนคร,6,3,5,5,0,11,0,9,1,9,7,9,16,0,0,0,0
เทศบาลตำบลศรีพนมมาศ,8,5,1,6,0,4,1,9,3,6,0,22,5,0,0,1,0
เทศบาลตำบลศรีพนา,2,1,0,2,2,4,1,13,0,3,0,6,0,0,0,0,0
เทศบาลตำบลศรีรัตนะ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
เทศบาลตำบลศรีวิไล,26,33,20,37,25,70,33,92,54,24,4,114,23,0,0,40,0
เทศบาลตำบลศรีสงคราม,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
เทศบาลตำบลศรีสำโรง,34,32,119,37,15,104,1,102,45,31,10,229,180,1,0,0,0
เทศบาลตำบลศรีเชียงใหม่,1,0,0,0,0,2,0,2,0,0,0,5,0,0,0,0,0
เทศบาลตำบลศรีเตี้ย,54,63,73,79,5,128,3,90,44,25,78,357,490,0,0,0,0
เทศบาลตำบลศรีเมืองใหม่,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
เทศบาลตำบลศาลากลาง,115,36,10,30,6,108,5,39,262,37,3,312,162,0,0,289,2
เทศบาลตำบลศาลาลำดวน,0,0,3,0,0,0,0,0,0,0,0,47,0,0,0,0,0
เทศบาลตำบลศาลาแดง,0,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0
เทศบาลตำบลศีขรภูมิ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
เทศบาลตำบลสทิงพระ,4,5,8,0,4,14,0,20,0,3,0,14,2,0,0,0,0
เทศบาลตำบลสนามชัย,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
เทศบาลตำบลสบบง,48,31,50,23,3,43,0,56,14,18,4,77,82,0,0,7,0
เทศบาลตำบลสบปราบ,67,21,32,20,3,90,4,84,29,95,7,564,192,0,0,0,0
เทศบาลตำบลสมเด็จ,1,1,4,0,1,4,3,5,3,3,0,9,2,0,0,0,0
เทศบาลตำบลสรรพยา,0,0,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0
เทศบาลตำบลสระบัว,0,0,3,0,1,2,0,2,0,0,0,2,0,0,0,0,0
เทศบาลตำบลสระพังทอง,17,6,29,11,4,23,0,26,5,6,1,85,47,0,0,0,0
เทศบาลตำบลสระโบสถ์,30,21,38,18,2,82,4,44,4,23,4,152,42,0,0,7,3
เทศบาลตำบลสวนดอกไม้,11,12,25,13,0,12,0,13,28,6,1,80,31,0,0,0,4
เทศบาลตำบลสวนหลวง,11,17,77,16,89,113,102,32,50,22,18,161,119,0,0,20,0
เทศบาลตำบลสว่างวัฒนา,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
เทศบาลตำบลสว่างอารมณ์,2,2,2,1,0,4,0,6,0,0,0,8,9,0,0,0,0
เทศบาลตำบลสว่างแดนดิน,0,0,29,1,0,4,0,20,1,0,6,13,43,0,0,0,0
เทศบาลตำบลสอง,0,1,0,1,0,0,0,0,4,3,0,30,19,0,0,2,0
เทศบาลตำบลสะบ้าย้อย,0,2,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0
เทศบาลตำบลสะเมิงใต้,12,12,83,9,7,27,2,65,36,24,21,205,208,0,0,5,1
เทศบาลตำบลสังขะ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
เทศบาลตำบลสังคม,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
เทศบาลตำบลสันกำแพง,0,6,45,5,2,17,6,29,15,2,2,70,52,0,0,7,0
เทศบาลตำบลสันทราย,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0
เทศบาลตำบลสันทรายหลวง,19,11,91,14,1,23,1,37,19,13,10,235,139,0,0,1,0
เทศบาลตำบลสันนาเม็ง,8,3,64,5,0,11,1,31,21,7,9,122,97,0,0,1,0
เทศบาลตำบลสันปูเลย,1,0,120,0,5,6,1,16,15,0,11,189,126,0,0,0,0
เทศบาลตำบลสันป่าตอง,0,2,9,5,0,2,0,1,2,1,3,29,4,0,0,0,0
เทศบาลตำบลสันพระเนตร,1,2,67,2,7,4,1,17,14,1,2,90,70,1,0,0,0
เทศบาลตำบลสันมหาพน,21,3,98,3,14,59,19,31,79,5,20,254,223,0,0,25,0
เทศบาลตำบลสากเหล็ก,17,15,26,15,5,50,0,43,21,15,11,86,65,0,0,3,0
เทศบาลตำบลสามกอ,12,3,1,2,0,3,0,13,17,4,6,13,28,0,0,0,2
เทศบาลตำบลสามง่าม,0,10,30,6,0,15,0,8,10,1,2,76,11,0,0,0,0
เทศบาลตำบลสามง่ามท่าโบสถ์,1,2,2,2,0,21,37,14,2,0,0,28,10,0,0,4,0
เทศบาลตำบลสามัคคีพัฒนา,4,7,271,4,5,9,16,193,95,6,28,274,147,0,0,20,1
เทศบาลตำบลสามเงา,0,9,8,10,0,33,0,15,0,0,2,70,30,0,0,6,0
เทศบาลตำบลสามเมือง,8,5,9,4,1,7,1,6,1,0,3,25,14,0,0,25,0
เทศบาลตำบลสามโก้,400,58,396,44,38,272,2,251,80,66,8,762,716,0,0,0,0
เทศบาลตำบลสารภี,3,3,49,3,1,7,3,19,30,2,4,106,58,0,0,4,0
เทศบาลตำบลสำนักขาม,15,11,673,0,12,3,1,20,2,3,10,660,7,0,0,1,0
เทศบาลตำบลสำนักขุนเณร,23,1,27,1,6,33,4,46,80,10,2,137,43,0,0,7,0
เทศบาลตำบลสำนักท้อน,0,0,10,0,0,0,0,1,3,0,0,13,1,0,0,0,0
เทศบาลตำบลสำโรงเหนือ,12,1,223,2,0,18,5,66,165,8,19,326,327,0,0,3,5
เทศบาลตำบลสำโรงใหม่,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
เทศบาลตำบลสิชล,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0
เทศบาลตำบลสิริราช,10,7,17,9,0,48,11,23,6,28,9,97,79,0,0,0,0
เทศบาลตำบลสิเกา,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0
เทศบาลตำบลสุนทรภู่,0,0,24,0,4,2,3,1,4,1,2,74,8,0,0,3,0
เทศบาลตำบลสุวรรณภูมิ,0,0,0,0,0,1,0,0,0,0,0,33,0,0,0,0,0
เทศบาลตำบลสุเทพ,0,5,99,3,0,4,0,7,151,1,33,290,227,2,0,7,0
เทศบาลตำบลสูงเม่น,1,1,6,0,0,7,0,7,0,0,0,79,13,0,0,0,31
เทศบาลตำบลส่องดาว,0,0,6,0,0,3,2,8,11,1,4,30,32,0,0,0,0
เทศบาลตำบลหงส์หิน,76,39,15,37,4,111,11,88,57,44,19,513,278,0,0,6,29
เทศบาลตำบลหงาว,17,5,0,2,0,7,4,8,2,3,0,18,4,0,0,4,0
เทศบาลตำบลหนองกุงศรี,0,0,28,0,8,0,4,51,6,0,12,88,22,0,0,0,0
เทศบาลตำบลหนองจอก,3,0,1,0,0,2,0,0,0,2,1,6,6,0,0,0,0
เทศบาลตำบลหนองจ๊อม,0,3,59,4,0,9,2,15,10,1,3,97,76,0,0,0,1
เทศบาลตำบลหนองตองพัฒนา,0,0,36,0,4,4,4,4,10,0,1,101,18,0,0,1,0
เทศบาลตำบลหนองตาคง,0,0,0,0,0,0,0,0,0,0,4,17,5,0,0,0,0
เทศบาลตำบลหนองบัว,0,0,0,0,2,10,0,12,0,0,0,16,6,0,0,0,0
